ERR2278748	Poland
ERR1759109	Hungary
ERR1759111	Hungary
ERR1759127	Italy
ERR1759164	Portugal
ERR1759096	Czech republic
ERR1759110	Hungary
ERR1759165	Portugal
ERR1759200	Spain
SRR15092782	United states
SRR15185775	United states
SRR15357281	United states
SRR15567617	United states
ERR212602	Kenya
ERR212524	Kenya
SRR1686488	United states
SRR11068467	United states
ERR212531	Kenya
ERR212633	Kenya
ERR212673	Kenya
ERR212630	Kenya
ERR212619	Kenya
ERR212670	Kenya
SRR1106498	Turkey
SRR1106501	China
SRR1822303	China
SRR1840611	United states
SRR2025277	India
SRR2025281	India
SRR2058223	United states
